Begin,END,xmin,ymin,xmax,ymax,Xdiff,Ydiff,EPslewrmax,Epslewfmax,Epslewrmin,Epslewfmin,Epcapfmax,Epcapfmin,Epcaprmax,Epcaprmin,Spslewfmax,Spslewfmin,Spslewrmin,Spslewrmax,arrival max,arrival min,skew,GBA,PBA
irow_weights_reg_2__1_/QN,m_mFW_reg_14__9_/D,7.416,423,710.064,1209.24,702.648,786.24,31.1,34.1,10.1,10.8,0.429,0.381,0.429,0.383,135.1,131.8,169,173.3,56.819,50.519,6.3,1469.3,1071.219
irow_weights_reg_0__316_/QN,m_mFW_reg_12__639_/D,310.68,256.68,619.344,1258.92,308.664,1002.24,33.7,35.9,22.3,17.7,0.429,0.381,0.429,0.383,137.7,133,171.7,177.9,57.819,43.819,14,1477.1,1058.619
irow_weights_reg_2__444_/QN,m_mFW_reg_11__888_/D,38.952,614.16,692.136,1009.44,653.184,395.28,32.3,34.7,9.1,9.7,0.429,0.381,0.429,0.383,154,152,195.6,198.1,49.519,24.319,25.2,1470.8,1051.219
irow_weights_reg_1__392_/QN,m_mFW_reg_16__786_/D,60.552,699.48,87.336,1400.4,26.784,700.92,34.1,36.6,10.2,10.2,0.429,0.381,0.429,0.383,136.5,135.5,173.1,174.4,64.719,54.419,10.3,1492.3,1084.319
irow_weights_reg_1__325_/QN,m_mFW_reg_16__658_/D,8.496,347.4,254.952,1312.92,246.456,965.52,44,48.4,10.5,11.2,0.429,0.381,0.429,0.383,87.4,86.7,108.1,109,52.319,30.819,21.5,1475.4,1036.219
irow_weights_reg_2__267_/QN,m_mFW_reg_11__539_/D,55.584,474.84,407.664,917.64,352.08,442.8,29.6,32.1,23.3,21.2,0.429,0.381,0.429,0.383,154.4,151.9,194.9,197.8,53.419,25.619,27.8,1469.3,1047.219
irow_weights_reg_0__237_/QN,m_mFW_reg_12__476_/D,100.944,399.24,490.824,1218.96,389.88,819.72,29.6,32.1,12.6,11.5,0.429,0.381,0.429,0.383,127.2,124.8,159.7,163.3,51.419,69.519,-18.1,1441.319,1100.319
irow_weights_reg_1__432_/QN,m_mFW_reg_10__867_/D,85.608,643.32,608.976,1040.76,523.368,397.44,32.3,35.1,14.1,12.6,0.429,0.381,0.429,0.383,169.9,167.6,216.2,219.2,48.819,39.219,9.6,1480.8,1057.219
irow_weights_reg_1__14_/QN,m_mFW_reg_4__26_/D,38.952,500.76,57.312,474.84,18.36,-25.92,31.8,33.6,11.9,10.9,0.429,0.381,0.429,0.383,130.8,129.5,166.5,168,64.919,52.819,12.1,1484.4,1068.619
irow_weights_reg_1__362_/QN,m_mFW_reg_16__726_/D,153.864,649.8,193.176,1466.28,39.312,816.48,38,42.1,9.9,10.2,0.429,0.381,0.429,0.383,149.5,147,190,193.3,51.819,63.419,-11.6,1481.5,1071.719
irow_weights_reg_2__127_/QN,m_mFW_reg_14__258_/D,244.368,414.36,389.736,1204.92,145.368,790.56,30.5,32.9,13.4,14.6,0.429,0.381,0.429,0.383,177.8,176.1,227.8,229.7,43.019,42.219,0.8,1472,1067.119
irow_weights_reg_2__447_/QN,m_mFW_reg_8__897_/D,10.008,647.64,35.712,1023.48,25.704,375.84,34.7,38.2,9.1,9.3,0.429,0.381,0.429,0.383,130.1,129.1,166,167.3,56.519,61.719,-5.2,1454.8,1076.019
irow_weights_reg_0__316_/QN,m_mFW_reg_15__638_/D,310.68,256.68,329.256,1263.24,18.576,1006.56,35.8,38.7,12.3,13.2,0.429,0.381,0.429,0.383,137.7,133,171.7,177.9,57.819,33.019,24.8,1502,1038.819
irow_weights_reg_0__477_/QN,m_mFW_reg_9__957_/D,22.536,549.36,717.408,960.84,694.872,411.48,32.9,35.8,10.7,10.2,0.429,0.381,0.429,0.383,137,135,174.1,176.7,54.919,0.719,54.2,1454.5,1013.519
irow_weights_reg_2__102_/QN,m_mFW_reg_11__209_/D,15.192,408.96,669.456,870.12,654.264,461.16,32.5,35.3,15.5,16.9,0.429,0.381,0.429,0.383,184,182.7,236.6,238,56.719,20.719,36,1472.8,1040.519
irow_weights_reg_1__92_/QN,m_mFW_reg_13__188_/D,83.016,340.92,596.664,1171.44,513.648,830.52,32.4,35.6,10.9,11.7,0.429,0.381,0.429,0.383,148.1,146.6,187.5,189.2,56.119,63.719,-7.6,1467.8,1089.719
irow_weights_reg_0__459_/QN,m_mFW_reg_9__919_/D,22.752,596.88,702.288,1008.36,679.536,411.48,33.8,36.1,10.1,10.8,0.429,0.381,0.429,0.383,144.2,142.5,183.1,185.1,65.019,23.119,41.9,1472.9,1042.519
irow_weights_reg_0__437_/QN,m_mFW_reg_6__879_/D,22.536,670.32,41.976,1080.72,19.44,410.4,37.9,42.9,9.2,9.8,0.429,0.381,0.429,0.383,158.7,157.7,203.4,204.7,45.619,50.119,-4.5,1480.5,1067.219
irow_weights_reg_0__337_/QN,m_mFW_reg_12__679_/D,234.432,594.72,586.512,1325.88,352.08,731.16,31.5,34.3,21.5,20.6,0.429,0.381,0.429,0.383,157.4,155.1,198.7,202,65.319,49.119,16.2,1486.1,1066.619
m_mFW_reg_13__351_/QN,FW_reg_4__1__11_/D,483.696,1132.56,611.784,1298.88,128.088,166.32,53.5,51.7,20.9,15.3,0.426,0.377,0.426,0.381,25.5,23.6,25.4,27.7,65.819,50.119,15.7,1492.7,1053.119
irow_weights_reg_0__422_/QN,m_mFW_reg_12__847_/D,76.104,609.84,662.328,1329.12,586.224,719.28,32.6,35.9,9.9,10,0.429,0.381,0.429,0.383,169.3,167.6,217.6,219.8,59.419,49.719,9.7,1452.3,1062.619
irow_weights_reg_1__104_/QN,m_mFW_reg_7__207_/D,32.904,365.76,37.224,780.48,4.32,414.72,36.9,37.4,12.1,12,0.429,0.381,0.429,0.383,159.5,158.4,205.1,206.4,48.919,46.819,2.1,1462.5,1064.019
Z_reg_3__0__1_/QN,Z_reg_3__0__17_/D,688.248,770.76,852.192,737.28,163.944,-33.48,66.2,57.1,31.8,22.6,0.426,0.377,0.426,0.381,10.3,10.1,9.8,10.1,25.519,16.719,8.8,1476.4,1024.519
irow_weights_reg_1__295_/QN,m_mFW_reg_13__599_/D,24.696,339.84,549.576,1290.24,524.88,950.4,41.7,43,19.3,16,0.429,0.381,0.429,0.383,51.9,51.2,60.8,61.7,50.819,33.319,17.5,1456.6,1048.319
irow_weights_reg_0__282_/QN,m_mFW_reg_12__568_/D,105.696,526.68,397.296,1335.6,291.6,808.92,30.5,33.6,10,10.8,0.429,0.381,0.429,0.383,172.7,170.8,220.2,222.5,53.519,41.619,11.9,1462.9,1065.719
irow_weights_reg_1__72_/QN,m_mFW_reg_13__147_/D,67.896,305.28,617.4,1217.88,549.504,912.6,37,40.1,22.2,18.9,0.429,0.381,0.429,0.383,182.1,180.8,233.2,234.9,55.919,56.019,-0.1,1446.8,1069.219
irow_weights_reg_0__357_/QN,m_mFW_reg_15__718_/D,251.712,636.84,261.216,1409.04,9.504,772.2,41.2,46.5,10.1,10.7,0.429,0.381,0.429,0.383,134.1,131.7,169.2,171.8,64.919,36.619,28.3,1475.6,1055.119
irow_weights_reg_2__82_/QN,m_mFW_reg_17__169_/D,9.144,400.32,57.312,1094.76,48.168,694.44,30.8,28.2,13.3,14.5,0.429,0.381,0.429,0.383,173.1,171.7,221.6,223.2,55.619,59.519,-3.9,1471.6,1076.519
m_mFW_reg_11__270_/QN,m_mZ_reg_2__70_/D,408.96,770.76,729.936,682.2,320.976,-88.56,28.8,31.1,12.5,11.9,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,34.419,-2,1467.2,1033.019
irow_weights_reg_2__367_/QN,m_mFW_reg_14__738_/D,273.744,671.4,488.016,1359.36,214.272,687.96,34.2,37.1,11.1,11.8,0.429,0.381,0.429,0.383,152.4,151,194.1,195.7,58.819,38.719,20.1,1423.6,1062.919
irow_weights_reg_0__197_/QN,m_mFW_reg_12__398_/D,241.992,296.64,565.776,1113.12,323.784,816.48,30.6,33,18.9,14.8,0.429,0.381,0.429,0.383,138.2,136.4,174.9,177,49.019,38.719,10.3,1465.3,1063.919
irow_weights_reg_0__305_/QN,m_mFW_reg_12__618_/D,137.664,261,557.136,1253.52,419.472,992.52,43.2,44.4,18.1,14,0.429,0.381,0.429,0.383,59.5,58.5,70.6,71.8,56.719,47.619,9.1,1463.7,1073.219
m_mFW_reg_11__270_/QN,m_mZ_reg_17__70_/D,408.96,770.76,669.672,682.2,260.712,-88.56,37.3,38.7,13.1,12.5,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,29.619,2.8,1458.1,1027.219
irow_weights_reg_2__65_/QN,m_mFW_reg_14__135_/D,70.704,499.68,420.192,1433.88,349.488,934.2,36.2,40.5,11.5,10.6,0.429,0.381,0.429,0.383,84,83.2,103.3,104.3,59.819,50.119,9.7,1483.6,1063.319
m_mFW_reg_9__390_/QN,m_mZ_reg_6__70_/D,445.896,742.68,729.936,830.16,284.04,87.48,31.1,34,12.5,12,0.429,0.381,0.429,0.383,24.6,22.4,23.9,26.5,29.619,20.419,9.2,1486.4,1009.519
irow_weights_reg_2__29_/QN,m_mFW_reg_17__59_/D,221.472,578.52,226.224,1299.96,4.752,721.44,43.1,47.5,17.2,18.6,0.429,0.381,0.429,0.383,128.1,125.7,161.4,164.6,62.719,59.019,3.7,1469,1086.519
irow_weights_reg_0__447_/QN,m_mFW_reg_9__897_/D,17.568,644.4,687.168,1038.6,669.6,394.2,35.3,39.2,11.7,11.1,0.429,0.381,0.429,0.383,181.8,179.8,231.9,234.3,56.419,19.319,37.1,1457.8,1036.419
irow_weights_reg_1__457_/QN,m_mFW_reg_7__914_/D,16.488,595.8,35.064,991.08,18.576,395.28,36.6,39.6,10.4,10.7,0.429,0.381,0.429,0.383,165.6,164.2,211.6,213.1,64.919,56.919,8,1461.7,1082.419
irow_weights_reg_0__237_/QN,m_mFW_reg_6__478_/D,100.944,399.24,105.264,817.2,4.32,417.96,31,33.3,10.9,11.6,0.429,0.381,0.429,0.383,127.2,124.8,159.7,163.3,51.419,50.219,1.2,1474.6,1073.519
irow_weights_reg_2__47_/QN,m_mFW_reg_14__98_/D,251.496,565.56,518.256,1324.8,266.76,759.24,32.3,35.4,11.3,12.2,0.429,0.381,0.429,0.383,136.9,135.1,172.6,174.7,62.019,29.119,32.9,1470.3,1044.219
irow_weights_reg_0__28_/QN,m_mFW_reg_12__57_/D,183.456,251.28,594.288,1330.2,410.832,1078.92,32.3,35.1,9.8,9.9,0.429,0.381,0.429,0.383,10.4,10.2,9.5,9.9,52.319,49.919,2.4,1465.5,1064.019
irow_weights_reg_1__267_/QN,m_mFW_reg_13__539_/D,60.552,457.56,578.736,1229.76,518.184,772.2,34.8,38.1,20.1,15.9,0.429,0.381,0.429,0.383,100.3,98.6,124.4,126.6,54.418,54.719,-0.301,1457.7,1070.919
irow_weights_reg_1__4_/QN,m_mFW_reg_7__9_/D,25.344,467.28,37.224,863.64,11.88,396.36,43.7,49.7,10.3,10.7,0.429,0.381,0.429,0.383,177.4,176,227.1,229,52.219,50.519,1.7,1459.6,1070.719
irow_weights_reg_0__257_/QN,m_mFW_reg_12__518_/D,32.904,421.92,578.736,1223.28,545.832,801.36,38.4,39.8,20.9,16.4,0.429,0.381,0.429,0.383,189,187.1,241.5,243.6,52.019,54.819,-2.8,1470.8,1078.319
irow_weights_reg_0__459_/QN,m_mFW_reg_9__917_/D,22.752,596.88,715.032,993.24,692.28,396.36,41.4,46.7,13,12,0.429,0.381,0.429,0.383,144.2,142.5,183.1,185.1,65.019,9.219,55.8,1486.6,1021.319
irow_weights_reg_0__142_/QN,m_mFW_reg_12__286_/D,131.184,312.84,640.512,1123.92,509.328,811.08,41.8,47.2,13.2,12.1,0.429,0.381,0.429,0.383,188.4,187.1,241.5,243.1,56.419,63.919,-7.5,1463.019,1090.319
m_mFW_reg_13__351_/QN,m_mZ_reg_1__89_/D,483.696,1132.56,684.576,711.36,200.88,-421.2,38.3,39.5,13.8,12.6,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,29.919,35.9,1465.4,1030.919
irow_weights_reg_1__202_/QN,m_mFW_reg_13__409_/D,196.848,365.76,422.784,1297.8,225.936,932.04,38.7,44.3,18.5,14.7,0.429,0.381,0.429,0.383,114,112.5,142.5,144.4,53.119,53.119,0,1480.4,1069.819
irow_weights_reg_1__62_/QN,m_mFW_reg_16__126_/D,83.016,306.36,119.736,1109.88,36.72,803.52,28.8,31.1,10.5,10.1,0.429,0.381,0.429,0.383,168.6,167.4,216.1,217.4,55.219,55.519,-0.3,1480.3,1063.819
irow_weights_reg_2__327_/QN,m_mFW_reg_17__659_/D,287.136,514.8,261.216,1243.8,-25.92,729,44.2,49.1,14.1,15.5,0.429,0.381,0.429,0.383,96.4,94.8,119.4,121.3,44.019,54.519,-10.5,1495.5,1069.019
irow_weights_reg_1__107_/QN,m_mFW_reg_13__218_/D,138.744,567.72,384.768,1339.92,246.024,772.2,32,35,9.7,10.2,0.429,0.381,0.429,0.383,164.8,163.1,209.7,211.9,62.719,43.119,19.6,1466.4,1066.819
irow_weights_reg_0__466_/QN,m_mFW_reg_9__938_/D,7.632,307.44,717.624,945.72,709.992,638.28,33.4,36.2,9.3,9.9,0.429,0.381,0.429,0.383,123.1,118.8,151.4,156.8,51.619,27.319,24.3,1470.9,1053.919
irow_weights_reg_1__2_/QN,m_mFW_reg_13__5_/D,9.576,461.88,729.936,1213.56,720.36,751.68,31.6,34.6,12.3,11.4,0.429,0.381,0.429,0.383,104.2,102.9,130.1,131.6,55.919,53.619,2.3,1471.5,1063.819
irow_weights_reg_1__37_/QN,m_mFW_reg_13__75_/D,211.752,612,603.576,1419.84,391.824,807.84,30.2,32.8,14.1,12.3,0.429,0.381,0.429,0.383,157.7,156.1,201.8,203.8,61.119,50.519,10.6,1470.4,1077.719
m_mFW_reg_9__390_/QN,m_mZ_reg_12__70_/D,445.896,742.68,730.584,818.28,284.688,75.6,33.5,36.2,13.4,13.1,0.429,0.381,0.429,0.383,24.6,22.4,23.9,26.5,29.619,23.819,5.8,1471.1,1010.719
m_mFW_reg_10__270_/QN,m_mZ_reg_1__74_/D,418.248,771.84,768.816,681.12,350.568,-90.72,32.4,35.9,12.5,11.8,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,36.619,-4.6,1439.5,1011.019
irow_weights_reg_1__277_/QN,m_mFW_reg_16__558_/D,69.408,396,94.896,1221.12,25.488,825.12,28.6,31.4,9.7,10.3,0.429,0.381,0.429,0.383,151,148.4,192.4,195.6,48.619,53.319,-4.7,1478.7,1078.219
irow_weights_reg_2__444_/QN,m_mFW_reg_14__888_/D,38.952,614.16,685.44,1243.8,646.488,629.64,30,32.9,9.5,10.1,0.429,0.381,0.429,0.383,154,152,195.6,198.1,49.519,43.519,6,1479.6,1069.619
irow_weights_reg_2__213_/QN,m_mFW_reg_17__428_/D,7.416,439.2,352.152,1218.96,344.736,779.76,30.6,33,13.7,14.6,0.429,0.381,0.429,0.383,11.5,11,10.5,11.1,57.119,43.019,14.1,1469.6,1067.719
irow_weights_reg_1__328_/QN,m_mFW_reg_10__659_/D,15.84,347.4,601.416,999.72,585.576,652.32,33.5,35.9,24.3,24.2,0.429,0.381,0.429,0.383,11.6,11.1,10.7,11.2,52.12,20.119,32.001,1463.3,1034.919
irow_weights_reg_0__108_/QN,m_mFW_reg_12__219_/D,138.096,243.72,405.288,1365.84,267.192,1122.12,32.4,35.8,9.2,9.8,0.429,0.381,0.429,0.383,10.1,9.9,9.2,9.5,57.319,42.719,14.6,1474.8,1058.619
irow_weights_reg_1__444_/QN,m_mFW_reg_13__887_/D,45.216,613.08,679.824,1311.84,634.608,698.76,25,27,10.8,10.2,0.429,0.381,0.429,0.383,139.1,138.2,178.1,179.1,50.919,56.219,-5.3,1468.4,1074.719
irow_weights_reg_0__477_/QN,m_mFW_reg_3__955_/D,22.536,549.36,29.016,427.32,6.48,-122.04,38.4,39.4,23.1,17.4,0.429,0.381,0.429,0.383,137,135,174.1,176.7,54.919,54.519,0.4,1471.7,1061.219
irow_weights_reg_2__72_/QN,m_mFW_reg_17__149_/D,61.416,394.92,82.584,1091.52,21.168,696.6,30.6,32.7,10.1,10.9,0.429,0.381,0.429,0.383,143.1,142,181.8,183.1,54.019,62.219,-8.2,1475.7,1083.519
m_mFW_reg_6__918_/QN,FW_reg_2__0__10_/D,32.688,969.48,233.136,806.4,200.448,-163.08,59.7,55.7,16,12.6,0.426,0.377,0.426,0.381,31.1,29.1,32.3,34.9,58.619,60.319,-1.7,1486,1026.519
irow_weights_reg_0__65_/QN,m_mFW_reg_12__138_/D,145.656,252.36,389.952,1424.16,244.296,1171.8,33,35.5,12.1,13.2,0.429,0.381,0.429,0.383,164.2,161.7,209,212.3,55.519,46.219,9.3,1472.1,1072.419
irow_weights_reg_2__442_/QN,m_mFW_reg_17__886_/D,45.216,617.4,67.248,1304.28,22.032,686.88,33.4,36,10.6,10.4,0.429,0.381,0.429,0.383,148.8,147.7,190.2,191.6,50.719,60.919,-10.2,1467,1065.419
irow_weights_reg_2__7_/QN,m_mFW_reg_11__18_/D,317.376,510.48,639.648,888.48,322.272,378,32.3,34.5,11.7,12.5,0.429,0.381,0.429,0.383,188,185.6,239.6,242.5,50.419,25.119,25.3,1469.1,1048.019
irow_weights_reg_2__447_/QN,m_mFW_reg_17__895_/D,10.008,647.64,37.008,1329.12,27,681.48,33.6,36.4,12,11,0.429,0.381,0.429,0.383,130.1,129.1,166,167.3,56.519,64.819,-8.3,1474.3,1068.219
irow_weights_reg_1__273_/QN,m_mFW_reg_16__549_/D,9.144,321.48,254.52,1296.72,245.376,975.24,42.9,47.4,15.2,16.1,0.429,0.381,0.429,0.383,11.1,10.6,10,10.6,51.319,31.719,19.6,1470.8,1041.819
irow_weights_reg_0__14_/QN,m_mFW_reg_3__29_/D,32.904,487.8,253.872,451.08,220.968,-36.72,43.9,50.5,19.1,15,0.429,0.381,0.429,0.383,192.3,191,247,248.6,53.219,46.619,6.6,1458.9,1068.419
irow_weights_reg_2__297_/QN,m_mFW_reg_17__599_/D,120.816,464.04,163.152,1217.88,42.336,753.84,32.5,35.4,10,10.7,0.429,0.381,0.429,0.383,105.6,104.8,132.8,133.7,57.819,49.919,7.9,1476.9,1065.919
irow_weights_reg_1__104_/QN,m_mFW_reg_16__205_/D,32.904,365.76,37.224,1136.88,4.32,771.12,28.8,29.8,11.1,10.7,0.429,0.381,0.429,0.383,159.5,158.4,205.1,206.4,48.919,56.419,-7.5,1477.2,1069.219
m_mFW_reg_11__270_/QN,m_mZ_reg_11__70_/D,408.96,770.76,725.184,765.36,316.224,-5.4,29.9,32.2,12.2,11.9,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,24.619,7.8,1471.7,1020.019
irow_weights_reg_2__282_/QN,m_mFW_reg_14__568_/D,113.256,545.04,384.984,1307.52,271.728,762.48,28.9,31.2,10.2,10.9,0.429,0.381,0.429,0.383,152.3,150.6,192.8,195,62.119,49.619,12.5,1462.2,1070.619
irow_weights_reg_0__4_/QN,m_mFW_reg_15__4_/D,25.128,447.84,34.632,1217.88,9.504,770.04,34.8,37.8,10.1,10.2,0.429,0.381,0.429,0.383,101.7,101.1,128.6,129.3,55.019,58.719,-3.7,1469.3,1087.819
count_val_reg_9_/QN,m_mZ_reg_0__44_/D,748.944,574.2,678.096,728.64,-70.848,154.44,31.9,35.3,13,12.1,0.429,0.381,0.429,0.383,22.8,20.7,21.7,24.7,53.919,30.819,23.1,1465.6,1063.619
irow_weights_reg_2__372_/QN,m_mFW_reg_14__748_/D,174.384,623.88,528.624,1343.16,354.24,719.28,30.8,34,9.3,9.9,0.429,0.381,0.429,0.383,117.5,115.6,147.3,149.5,59.219,26.919,32.3,1470.5,1039.119
irow_weights_reg_1__4_/QN,m_mFW_reg_16__6_/D,25.344,467.28,43.92,1196.28,18.576,729,33.1,35.4,10.8,11.1,0.429,0.381,0.429,0.383,177.4,176,227.1,229,52.219,52.219,0,1488.5,1080.419
irow_weights_reg_1__65_/QN,m_mFW_reg_16__139_/D,146.088,262.08,306.576,1441.44,160.488,1179.36,41.1,46.1,10.4,11.1,0.429,0.381,0.429,0.383,120.5,119.7,152.9,153.9,54.919,43.519,11.4,1477.3,1067.119
irow_weights_reg_0__472_/QN,m_mFW_reg_6__947_/D,55.584,531,41.976,927.36,-13.608,396.36,32.2,34.7,10.4,10.7,0.429,0.381,0.429,0.383,178,176.5,227.9,229.6,60.619,54.519,6.1,1492.9,1066.819
m_mFW_reg_10__270_/QN,m_mZ_reg_4__74_/D,418.248,771.84,768.6,686.52,350.352,-85.32,32.9,36.2,12.3,11.7,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,37.019,-5,1450.319,1009.119
irow_weights_reg_0__407_/QN,m_mFW_reg_12__818_/D,108.504,601.2,604.224,1333.44,495.72,732.24,32.8,35.5,9.8,10.4,0.429,0.381,0.429,0.383,146.4,145.1,185.6,187.1,58.219,49.619,8.6,1453.719,1064.819
irow_weights_reg_1__54_/QN,m_mFW_reg_16__108_/D,106.344,279.36,148.248,1123.92,41.904,844.56,23.8,25.4,10.2,11,0.429,0.381,0.429,0.383,180.7,179.3,231.5,233.2,51.819,53.919,-2.1,1480.9,1079.419
m_mFW_reg_9__390_/QN,m_mZ_reg_0__70_/D,445.896,742.68,732.528,697.32,286.632,-45.36,29.9,31.7,13.1,12.8,0.429,0.381,0.429,0.383,24.6,22.4,23.9,26.5,29.619,37.819,-8.2,1473.5,1023.119
irow_weights_reg_2__197_/QN,m_mFW_reg_14__399_/D,252.144,430.56,513.072,1123.92,260.928,693.36,37.4,41.9,17.6,13.7,0.429,0.381,0.429,0.383,168.8,167.5,215.6,217.2,44.919,39.719,5.2,1493.3,1052.019
m_mFW_reg_11__270_/QN,m_mZ_reg_14__70_/D,408.96,770.76,730.368,808.56,321.408,37.8,32,34.8,13.1,12.6,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,24.919,7.5,1452,1018.819
irow_weights_reg_2__127_/QN,m_mFW_reg_17__258_/D,244.368,414.36,253.656,1218.96,9.288,804.6,40.4,44.8,10.3,10.8,0.429,0.381,0.429,0.383,177.8,176.1,227.8,229.7,43.019,52.419,-9.4,1466.219,1069.819
irow_weights_reg_0__82_/QN,m_mFW_reg_15__168_/D,30.744,320.4,59.904,1129.32,29.16,808.92,41.9,46.4,16,17.6,0.429,0.381,0.429,0.383,164.3,163.1,210,211.6,54.119,56.019,-1.9,1471.1,1074.919
irow_weights_reg_2__132_/QN,m_mFW_reg_17__268_/D,143.712,426.24,230.976,1207.08,87.264,780.84,32.7,35.3,21.7,18.1,0.429,0.381,0.429,0.383,107.8,105.2,133.5,136.7,52.219,53.719,-1.5,1465.8,1075.119
irow_weights_reg_2__282_/QN,m_mFW_reg_17__568_/D,113.256,545.04,142.416,1329.12,29.16,784.08,29.8,32.8,9.4,10,0.429,0.381,0.429,0.383,152.3,150.6,192.8,195,62.119,65.119,-3,1475.9,1087.619
irow_weights_reg_2__114_/QN,m_mFW_reg_11__227_/D,17.784,425.16,714.816,907.92,697.032,482.76,32.1,34.8,10.7,10.8,0.429,0.381,0.429,0.383,128.3,126.1,162.4,165.2,55.819,22.119,33.7,1476.8,1035.919
irow_weights_reg_1__457_/QN,m_mFW_reg_10__918_/D,16.488,595.8,707.256,1000.8,690.768,405,34.4,36.6,10.2,10.8,0.429,0.381,0.429,0.383,165.6,164.2,211.6,213.1,64.919,9.319,55.6,1486.2,1023.419
irow_weights_reg_0__462_/QN,m_mFW_reg_15__929_/D,76.104,556.92,87.336,1293.48,11.232,736.56,32.6,35.2,9.4,10,0.429,0.381,0.429,0.383,160.8,159.5,204.8,206.7,55.819,60.519,-4.7,1461.9,1071.719
m_mFW_reg_13__351_/QN,m_mZ_reg_4__89_/D,483.696,1132.56,685.44,734.04,201.744,-398.52,33.5,36.9,12.8,12.3,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,30.819,35,1478.8,1027.919
irow_weights_reg_1__462_/QN,m_mFW_reg_10__927_/D,83.016,558,669.672,1013.76,586.656,455.76,38.7,42.7,10.1,10.4,0.429,0.381,0.429,0.383,166.5,164.4,212,214.7,58.319,26.319,32,1477.6,1033.019
irow_weights_reg_0__217_/QN,m_mFW_reg_6__439_/D,138.744,337.68,170.496,782.64,31.752,444.96,27.9,30.1,9.5,10.1,0.429,0.381,0.429,0.383,126.2,123.7,158.7,162.3,49.019,45.519,3.5,1463.7,1059.719
irow_weights_reg_2__33_/QN,m_mFW_reg_17__69_/D,9.144,393.84,321.696,1203.84,312.552,810,28.5,31,11.6,12.5,0.429,0.381,0.429,0.383,10.5,10.2,9.6,9.9,55.019,45.319,9.7,1458.5,1056.019
irow_weights_reg_0__444_/QN,m_mFW_reg_9__887_/D,38.304,624.96,707.256,1029.96,668.952,405,33.1,35.4,9.3,9.5,0.429,0.381,0.429,0.383,193.7,191.9,247.8,250.2,50.819,17.319,33.5,1469.2,1028.819
irow_weights_reg_2__457_/QN,m_mFW_reg_11__916_/D,10.224,604.44,710.064,990,699.84,385.56,40,45.3,10.6,10.3,0.429,0.381,0.429,0.383,156.8,154.9,200.2,202.5,56.819,9.219,47.6,1471,1024.119
m_mFW_reg_11__270_/QN,m_mZ_reg_5__70_/D,408.96,770.76,732.312,721.08,323.352,-49.68,29,30.9,12.4,12.1,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,33.319,-0.9,1476.2,1026.519
irow_weights_reg_0__422_/QN,m_mFW_reg_15__846_/D,76.104,609.84,102.456,1377.72,26.352,767.88,34.1,36.2,10.7,10.9,0.429,0.381,0.429,0.383,169.3,167.6,217.6,219.8,59.419,57.619,1.8,1480.2,1060.819
irow_weights_reg_0__337_/QN,m_mFW_reg_12__678_/D,234.432,594.72,556.056,1347.48,321.624,752.76,33.5,36.2,11.6,12.2,0.429,0.381,0.429,0.383,157.4,155.1,198.7,202,65.319,45.619,19.7,1458.2,1064.919
irow_weights_reg_1__337_/QN,m_mFW_reg_13__679_/D,241.776,595.8,566.424,1352.88,324.648,757.08,33.8,37.1,16,17.2,0.429,0.381,0.429,0.383,163.2,160.7,206.6,209.6,65.519,45.419,20.1,1475.2,1057.119
irow_weights_reg_2__167_/QN,m_mFW_reg_17__339_/D,324.936,430.56,286.704,1081.8,-38.232,651.24,39.4,42.1,15,16.5,0.429,0.381,0.429,0.383,170,168.3,216.8,218.8,51.619,43.619,8,1476.9,1053.619
m_mFW_reg_10__270_/QN,m_mZ_reg_10__74_/D,418.248,771.84,769.248,735.12,351,-36.72,26.2,28,11.2,11,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,35.219,-3.2,1470.2,1007.519
irow_weights_reg_0__267_/QN,m_mFW_reg_12__539_/D,55.584,446.76,604.224,1211.4,548.64,764.64,37.4,40.4,19.2,14.8,0.429,0.381,0.429,0.383,105.1,103.4,130.8,133,55.419,69.819,-14.4,1476.5,1081.619
m_mFW_reg_13__351_/QN,m_mZ_reg_13__89_/D,483.696,1132.56,679.392,789.12,195.696,-343.44,36.4,38.9,14.3,14,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,30.019,35.8,1460.4,1026.619
irow_weights_reg_2__177_/QN,m_mFW_reg_17__359_/D,355.176,434.88,354.744,1153.08,-0.432,718.2,32.3,34.1,13.9,15.3,0.429,0.381,0.429,0.383,171.9,169.7,219.5,222.2,50.519,46.919,3.6,1465.3,1058.319
